경작지주소,산도,유기물,칼륨,강수량 합계,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Oct,20-Nov,20-Dec,2020-01-01(평균기온),2020-02-01(평균기온),2020-03-01(평균기온),2020-04-01(평균기온),2020-05-01(평균기온),2020-06-01(평균기온),2020-10-01(평균기온),2020-11-01(평균기온),2020-12-01(평균기온),2020-01-01(최저기온),2020-02-01(최저기온),2020-03-01(최저기온),2020-04-01(최저기온),2020-05-01(최저기온),2020-06-01(최저기온),2020-10-01(최저기온),2020-11-01(최저기온),2020-12-01(최저기온),2020-01-01(최고기온),2020-02-01(최고기온),2020-03-01(최고기온),2020-04-01(최고기온),2020-05-01(최고기온),2020-06-01(최고기온),2020-10-01(최고기온),2020-11-01(최고기온),2020-12-01(최고기온),최저라벨,최고기온,평균기온,강수량라벨,최종라벨링
경상북도 영주시 안정면 옹암리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 안정면 용산리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 내림리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 두월리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 석포리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 신암리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 신천리,high_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 용상리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 운문리,high_ph,usually_orga,usually_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 원리,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 이산면 지동리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 갈산리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 두전리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 반구리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 성곡리,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 파지리,high_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 호문리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 장수면 화기리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 적서동,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 조암동,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 조와동,good_ph,good_orga,usually_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 창진동,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 강동리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 오운리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 용혈리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 지곡리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 천본리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 평은면 평은리,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 교촌리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 금계리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 동부리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 미곡리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 백리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 백신리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 산법리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 삼가리,good_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 성내리,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 수철리,high_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 욱금리,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 풍기읍 전구리,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 하망동,high_ph,good_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영주시 휴천동,good_ph,usually_orga,good_pot,508.6,67.6,62.1,16.1,26.2,147.2,142.3,1.2,40.1,5.8,1.4,2.1,7.2,10.3,17.1,22.5,12.1,6.9,-1.2,-8.4,-13.3,-6.9,-3.5,5.6,11.7,0.1,-4.4,-14.3,12.7,15.8,22.7,25.3,30.0,33.5,23.8,19.9,9.9,1,0,0,0,1
경상북도 영천시 고경면 단포리,good_ph,3,5,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 대의리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 도암리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 동도리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 삼포리,good_ph,good_orga,3,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 상덕리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 용전리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 차당리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 창상리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 창하리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 고경면 해선리,high_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 교촌동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금노동,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 관정리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 냉천리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 대미리,good_ph,3,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 삼호리,good_ph,3,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 신대리,high_ph,4,5,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 신월리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 약남리,high_ph,usually_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 오계리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 금호읍 황정리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 녹전동,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대전동,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대창면 대재리,good_ph,good_orga,usually_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
경상북도 영천시 대창면 병암리,good_ph,good_orga,good_pot,447.5,101.3,55.4,21.1,36.5,46.4,142.0,11.1,32.8,0.9,3.3,4.2,8.2,11.3,18.0,23.0,13.8,8.3,0.6,-6.9,-9.8,-6.3,-1.7,5.1,12.2,2.1,-3.3,-11.3,15.1,17.4,23.1,26.6,29.0,35.3,25.5,24.1,12.6,0,0,1,0,1
